#time-us	inter1	inter2	sxr-Al	sxr-Zr	
1.399963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.400063E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.400163E+2	7.507200E-4	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.400263E+2	7.507200E-4	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.400363E+2	7.507200E-4	-2.024845E-2	-1.249830E-2	-3.748736E-3
1.400463E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.400563E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.400663E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.400763E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.400863E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.400963E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.401063E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.401163E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.401263E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.401363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.401463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.401563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.401663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.401763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.401863E+2	3.875712E-3	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.401963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402063E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402163E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402263E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402363E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402463E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402563E+2	7.507200E-4	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.402663E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.402763E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.402863E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.402963E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.403063E+2	3.875712E-3	-1.399846E-2	-6.248320E-3	-9.998720E-3
1.403163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.403263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.403363E+2	3.875712E-3	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.403463E+2	3.875712E-3	-2.024845E-2	-1.249830E-2	-9.998720E-3
1.403563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.403663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.403763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.403863E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.403963E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.404063E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-3.748736E-3
1.404163E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404263E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404363E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404463E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404563E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404663E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
1.404763E+2	3.875712E-3	-1.399846E-2	-1.249830E-2	-9.998720E-3
